"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array|number)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",限制条件描述
21530136,死亡气息2,由自身发动攻击时，战斗后，给予对方周围2格内的敌人5伤害,21530135,0,,6,100,44,{22101001},{22219005},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530137,死亡气息3,由自身发动攻击时，战斗后，给予对方周围2格内的敌人7伤害,21530136,0,,6,200,44,{22101001},{22219007},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21530138,剑之经验1,存活时，若自身武器为剑则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22141001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530139,剑之经验2,存活时，武器为剑的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530138,0,,6,60,6,{22151001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530140,剑之经验3,存活时，武器为剑的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530139,0,,6,120,6,{22151001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530141,枪之经验1,存活时，若自身武器为枪则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22142001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530142,枪之经验2,存活时，武器为枪的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530141,0,,6,60,6,{22152001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530143,枪之经验3,存活时，武器为枪的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530142,0,,6,120,6,{22152001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530144,斧之经验1,存活时，若自身武器为斧则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22143001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530145,斧之经验2,存活时，武器为斧的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530144,0,,6,60,6,{22153001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530146,斧之经验3,存活时，武器为斧的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530145,0,,6,120,6,{22153001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530147,赤魔之经验1,存活时，若自身武器为赤魔则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22145001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530148,赤魔之经验2,存活时，武器为赤魔的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530147,0,,6,60,6,{22155001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530149,赤魔之经验3,存活时，武器为赤魔的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530148,0,,6,120,6,{22155001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530150,青魔之经验1,存活时，若自身武器为青魔则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22146001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530151,青魔之经验2,存活时，武器为青魔的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530150,0,,6,60,6,{22156001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530152,青魔之经验3,存活时，武器为青魔的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530151,0,,6,120,6,{22156001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530153,绿魔之经验1,存活时，若自身武器为绿魔则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22147001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530154,绿魔之经验2,存活时，武器为绿魔的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530153,0,,6,60,6,{22157001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530155,绿魔之经验3,存活时，武器为绿魔的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530154,0,,6,120,6,{22157001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530156,弓之经验1,存活时，若自身武器为弓则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22148001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530157,弓之经验2,存活时，武器为弓的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530156,0,,6,60,6,{22158001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530158,弓之经验3,存活时，武器为弓的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530157,0,,6,120,6,{22158001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530159,暗器之经验1,存活时，若自身武器为暗器则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22149001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530160,暗器之经验2,存活时，武器为暗器的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530159,0,,6,60,6,{22159001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530161,暗器之经验3,存活时，武器为暗器的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530160,0,,6,120,6,{22159001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530162,杖之经验1,存活时，若自身武器为杖则可获得1.5倍经验(不可叠加，相同效果取最大值),0,0,,6,30,2,{22150001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530163,杖之经验2,存活时，武器为杖的我方皆可获得1.5倍经验(不可叠加，相同效果取最大值),21530162,0,,6,60,6,{22160001},{22225101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530164,杖之经验3,存活时，武器为杖的我方皆可获得2倍经验(不可叠加，相同效果取最大值),21530163,0,,6,120,6,{22160001},{22225102},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530165,剑之技巧1,存活时，若自身武器为剑则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22141001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530166,剑之技巧2,存活时，武器为剑的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530165,0,,6,60,6,{22151001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530167,剑之技巧3,存活时，武器为剑的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530166,0,,6,120,6,{22151001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4}","{1,2,3,4}",
21530168,枪之技巧1,存活时，若自身武器为枪则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22142001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530169,枪之技巧2,存活时，武器为枪的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530168,0,,6,60,6,{22152001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530170,枪之技巧3,存活时，武器为枪的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530169,0,,6,120,6,{22152001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{5,6,7,8}","{1,2,3,4}",
21530171,斧之技巧1,存活时，若自身武器为斧则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22143001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530172,斧之技巧2,存活时，武器为斧的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530171,0,,6,60,6,{22153001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530173,斧之技巧3,存活时，武器为斧的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530172,0,,6,120,6,{22153001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{9,10,11,12}","{1,2,3,4}",
21530174,赤魔之技巧1,存活时，若自身武器为赤魔则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22145001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530175,赤魔之技巧2,存活时，武器为赤魔的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530174,0,,6,60,6,{22155001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530176,赤魔之技巧3,存活时，武器为赤魔的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530175,0,,6,120,6,{22155001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{21},"{1,2,3,4}",
21530177,青魔之技巧1,存活时，若自身武器为青魔则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22146001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530178,青魔之技巧2,存活时，武器为青魔的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530177,0,,6,60,6,{22156001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530179,青魔之技巧3,存活时，武器为青魔的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530178,0,,6,120,6,{22156001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{23},"{1,2,3,4}",
21530180,绿魔之技巧1,存活时，若自身武器为绿魔则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22147001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530181,绿魔之技巧2,存活时，武器为绿魔的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530180,0,,6,60,6,{22157001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530182,绿魔之技巧3,存活时，武器为绿魔的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530181,0,,6,120,6,{22157001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},{22},"{1,2,3,4}",
21530183,弓之技巧1,存活时，若自身武器为弓则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22148001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530184,弓之技巧2,存活时，武器为弓的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530183,0,,6,60,6,{22158001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530185,弓之技巧3,存活时，武器为弓的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530184,0,,6,120,6,{22158001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{13,14,15,16}","{1,2,3,4}",
21530186,暗器之技巧1,存活时，若自身武器为暗器则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22149001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530187,暗器之技巧2,存活时，武器为暗器的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530186,0,,6,60,6,{22159001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530188,暗器之技巧3,存活时，武器为暗器的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530187,0,,6,120,6,{22159001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21530189,杖之技巧1,存活时，若自身武器为杖则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22150001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530190,杖之技巧2,存活时，武器为杖的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530189,0,,6,60,6,{22160001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530191,杖之技巧3,存活时，武器为杖的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530190,0,,6,120,6,{22160001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21530192,龙之技巧1,存活时，若自身武器为龙则可获得1.5倍SP(不可叠加，相同效果取最大值),0,0,,6,30,2,{22144001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530193,龙之技巧2,存活时，武器为龙的我方皆可获得1.5倍SP(不可叠加，相同效果取最大值),21530192,0,,6,60,6,{22154001},{22225103},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
21530194,龙之技巧3,存活时，武器为龙的我方皆可获得2倍SP(不可叠加，相同效果取最大值),21530193,0,,6,120,6,{22154001},{22225104},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{25,26,27,28}","{1,2,3,4}",
