"ID{id,int}(idx)","装备CID{equipCid,int}(num,equipCid)","装备星级{star,int}(num,star)","属性类型{attType,ints}(fun,attType)","属性值{value,ints}(fun,attVal)","计算类型{calType,ints}(fun,calType)","升级到下一星级消耗{costs,json_funcs}(json,costs)",
56701791,56560049,2,"{5,4}","{1788,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701792,56560049,3,"{5,4}","{2682,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701793,56560049,4,"{5,4}","{3576,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701794,56560049,5,"{5,4}","{4470,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701795,56560050,0,"{5,4}","{0,0}","{1,1}",,
56701796,56560050,1,"{5,4}","{746,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701797,56560050,2,"{5,4}","{1492,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701798,56560050,3,"{5,4}","{2238,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701799,56560050,4,"{5,4}","{2984,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701800,56560050,5,"{5,4}","{3730,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
